,Coherence,POS:ADJ,POS:ADP,POS:ADV,POS:AUX,POS:CCONJ,POS:DET,POS:INTJ,POS:NOUN,POS:NUM,POS:PART,POS:PRON,POS:PROPN,POS:PUNCT,POS:SCONJ,POS:SPACE,POS:SYM,POS:VERB,POS:X,open_closed_ratio,propositional_density,n_logical_operators,type_token_ratio,n_words,log10_freq_mean,semantic_diversity_mean,semantic_thematic_similarity,surprisal,coref_local,coref_global,n_constituents,mean_np_length,mean_vp_length
10,4,0.028089887640449437,0.05056179775280899,0.07303370786516854,0.028089887640449437,0.03932584269662921,0.03932584269662921,0.0,0.15168539325842698,0.011235955056179775,0.033707865168539325,0.19662921348314608,0.0,0.12359550561797752,0.033707865168539325,0.0,0.0,0.19101123595505617,0.0,1.025974025974026,0.4157303370786517,7.0,0.5576923076923077,156.0,4.410855555555555,2.0460000000000003,0.15495440007551856,4.662936627864838,0.7142857142857143,0.75,113.0,1.9019607843137254,4.891304347826087
11,5,0.0670807453416149,0.09565217391304348,0.06335403726708075,0.05217391304347826,0.02608695652173913,0.07204968944099378,0.0037267080745341614,0.1639751552795031,0.011180124223602485,0.018633540372670808,0.115527950310559,0.03354037267080745,0.1453416149068323,0.017391304347826087,0.0,0.002484472049689441,0.11180124223602485,0.0,0.9849397590361446,0.3813664596273292,22.0,0.48830409356725146,684.0,4.46026824925816,2.084585289514867,0.1842272812652248,4.847882123703652,0.19607843137254902,0.16666666666666666,485.0,3.2775510204081635,8.286713286713287
12,5,0.048654244306418216,0.08281573498964803,0.061076604554865424,0.049689440993788817,0.032091097308488616,0.07660455486542443,0.010351966873706004,0.12525879917184266,0.010351966873706004,0.032091097308488616,0.14285714285714285,0.024844720496894408,0.15113871635610765,0.020703933747412008,0.0,0.0,0.13146997929606624,0.0,0.8009049773755657,0.37681159420289856,29.0,0.41656210790464243,797.0,4.77275911392405,2.1004172274562585,0.2282638192581348,4.733032803937613,0.2823529411764706,0.19151846785225718,576.0,2.463157894736842,7.045454545454546
13,4,0.056782334384858045,0.09779179810725552,0.031545741324921134,0.06309148264984227,0.03785488958990536,0.07886435331230283,0.006309148264984227,0.1608832807570978,0.006309148264984227,0.022082018927444796,0.1892744479495268,0.0,0.08201892744479496,0.00946372239747634,0.0,0.0,0.15772870662460567,0.0,0.7962962962962963,0.3911671924290221,12.0,0.5659722222222222,288.0,4.607034494773519,2.0630739299610896,0.16674590288427563,4.783080988460117,0.5882352941176471,0.6470588235294118,235.0,3.2457627118644066,7.4714285714285715
14,5,0.033942558746736295,0.09138381201044386,0.06005221932114883,0.028720626631853787,0.02610966057441253,0.0731070496083551,0.007832898172323759,0.13577023498694518,0.007832898172323759,0.02349869451697128,0.1462140992167102,0.005221932114882507,0.18798955613577023,0.018276762402088774,0.0,0.0,0.1514360313315927,0.0026109660574412533,0.9012345679012346,0.381201044386423,10.0,0.569078947368421,304.0,4.651022112211221,2.082565055762082,0.17867252477874837,5.44633029728401,0.35,0.2621951219512195,217.0,2.088235294117647,5.7407407407407405
15,5,0.07448275862068965,0.08137931034482758,0.05517241379310345,0.07724137931034483,0.016551724137931035,0.09241379310344827,0.005517241379310344,0.15310344827586206,0.005517241379310344,0.030344827586206897,0.10896551724137932,0.015172413793103448,0.11862068965517242,0.028965517241379312,0.0,0.0,0.13655172413793104,0.0,0.9382716049382716,0.3931034482758621,11.0,0.4840255591054313,626.0,4.52318338658147,2.0736813186813188,0.18206321569197953,5.127495416954382,0.2727272727272727,0.19719583898688375,474.0,2.4330357142857144,6.804878048780488
16,4,0.06818181818181818,0.09710743801652892,0.05785123966942149,0.060950413223140494,0.04442148760330578,0.08884297520661157,0.0,0.16322314049586778,0.008264462809917356,0.029958677685950414,0.11880165289256199,0.013429752066115703,0.10950413223140495,0.03305785123966942,0.0,0.0,0.10640495867768596,0.0,0.8218884120171673,0.40702479338842973,46.0,0.4525205158264947,853.0,4.4316231404958675,2.108436724565757,0.18757857249001106,5.000653033073132,0.3018867924528302,0.2375960866526904,630.0,3.473015873015873,7.928176795580111
17,4,0.05844155844155844,0.08441558441558442,0.03896103896103896,0.07792207792207792,0.01948051948051948,0.032467532467532464,0.012987012987012988,0.15584415584415584,0.0,0.025974025974025976,0.12987012987012986,0.05194805194805195,0.19480519480519481,0.012987012987012988,0.0,0.0,0.1038961038961039,0.0,0.9016393442622951,0.3181818181818182,2.0,0.7627118644067796,118.0,4.2774887931034495,2.0170192307692307,0.15077902985048358,6.821130023283117,0.17647058823529413,0.09803921568627451,96.0,2.163265306122449,5.466666666666667
18,5,0.056074766355140186,0.10747663551401869,0.0514018691588785,0.06775700934579439,0.02336448598130841,0.07476635514018691,0.007009345794392523,0.15654205607476634,0.004672897196261682,0.02336448598130841,0.0911214953271028,0.06542056074766354,0.16822429906542055,0.009345794392523364,0.0,0.0,0.09345794392523364,0.0,0.8742857142857143,0.3411214953271028,10.0,0.5994236311239193,347.0,4.482563880597015,2.1137261146496815,0.18748857192478555,4.282916122012669,0.23076923076923078,0.18518518518518517,260.0,5.325757575757576,16.293333333333333
19,3,0.03816793893129771,0.07633587786259542,0.05534351145038168,0.05916030534351145,0.03244274809160305,0.07824427480916031,0.0057251908396946565,0.09923664122137404,0.0019083969465648854,0.03244274809160305,0.15458015267175573,0.011450381679389313,0.20610687022900764,0.02862595419847328,0.0,0.0,0.12022900763358779,0.0,0.6666666666666666,0.3511450381679389,15.0,0.4594594594594595,407.0,4.698941133004927,2.120978260869565,0.20362111166047706,4.899144892891248,0.20408163265306123,0.24326530612244898,308.0,2.1818181818181817,6.617647058823529
20,4,0.041666666666666664,0.08440170940170941,0.04807692307692308,0.05235042735042735,0.030982905982905984,0.08547008547008547,0.004273504273504274,0.1485042735042735,0.004273504273504274,0.022435897435897436,0.12179487179487179,0.03205128205128205,0.16880341880341881,0.023504273504273504,0.0,0.0,0.13141025641025642,0.0,0.8606965174129353,0.36004273504273504,25.0,0.4901185770750988,759.0,4.4655065508021385,2.0657203389830507,0.17965780867981004,4.9374524632545365,0.1643835616438356,0.14587189929655683,559.0,2.9963369963369964,10.022099447513812
21,4,0.0387858347386172,0.08600337268128162,0.05564924114671164,0.03541315345699832,0.02023608768971332,0.047217537942664416,0.023608768971332208,0.14502529510961215,0.003372681281618887,0.03541315345699832,0.13659359190556492,0.013490725126475547,0.21079258010118043,0.016863406408094434,0.0,0.0,0.1315345699831366,0.0,0.9166666666666666,0.3490725126475548,14.0,0.5434782608695652,460.0,4.501465065502184,2.0344976076555024,0.17446749518092117,5.120287802754616,0.2,0.17411764705882352,334.0,2.114864864864865,7.841666666666667
22,5,0.05851063829787234,0.0851063829787234,0.06914893617021277,0.0851063829787234,0.031914893617021274,0.0797872340425532,0.010638297872340425,0.11702127659574468,0.0,0.03723404255319149,0.13829787234042554,0.0,0.14361702127659576,0.010638297872340425,0.0,0.0,0.13297872340425532,0.0,0.7888888888888889,0.3882978723404255,3.0,0.5534591194968553,159.0,4.587842767295598,2.125686274509804,0.19536887307870476,4.894400370121002,0.35,0.38571428571428573,112.0,2.021276595744681,5.382978723404255
23,3,0.04798464491362764,0.08253358925143954,0.019193857965451054,0.0345489443378119,0.005758157389635317,0.07293666026871401,0.003838771593090211,0.16122840690978887,0.01727447216890595,0.019193857965451054,0.05758157389635317,0.0710172744721689,0.21113243761996162,0.011516314779270634,0.0,0.0019193857965451055,0.1017274472168906,0.08061420345489444,1.0817610062893082,0.2687140115163148,3.0,0.6468926553672316,354.0,4.054714912280702,1.9766559485530546,0.1510797491004697,6.0515904695756975,0.029850746268656716,0.03292361720807726,253.0,2.7007299270072993,4.773333333333333
24,5,0.05189873417721519,0.0949367088607595,0.060759493670886074,0.06582278481012659,0.027848101265822784,0.05822784810126582,0.0,0.13164556962025317,0.008860759493670886,0.026582278481012658,0.1911392405063291,0.002531645569620253,0.12025316455696203,0.024050632911392405,0.0,0.0,0.13544303797468354,0.0,0.7633587786259542,0.3949367088607595,20.0,0.43522561863173215,687.0,4.684227565982406,2.096096774193548,0.18091250462353672,4.591191432515129,0.5901639344262295,0.461660497091486,549.0,2.7604562737642584,8.274725274725276
25,5,0.07383966244725738,0.10021097046413502,0.060126582278481014,0.05379746835443038,0.026371308016877638,0.09071729957805907,0.0010548523206751054,0.18354430379746836,0.00949367088607595,0.022151898734177215,0.12447257383966245,0.0031645569620253164,0.12025316455696203,0.016877637130801686,0.0,0.0,0.11392405063291139,0.0,0.9691943127962085,0.39135021097046413,20.0,0.472289156626506,830.0,4.397639368165249,2.02952,0.1553808033130789,4.657879118059502,0.4666666666666667,0.507103825136612,570.0,2.5412186379928317,6.854651162790698
26,4,0.01904761904761905,0.06190476190476191,0.04285714285714286,0.05238095238095238,0.02857142857142857,0.06666666666666667,0.023809523809523808,0.08095238095238096,0.0,0.023809523809523808,0.12380952380952381,0.06190476190476191,0.3142857142857143,0.014285714285714285,0.0,0.0,0.08571428571428572,0.0,0.5783132530120482,0.2523809523809524,7.0,0.65,140.0,4.837489312977099,2.0984070796460177,0.2286765364293313,5.460106019050844,0.125,0.08333333333333333,90.0,2.3333333333333335,5.125
27,4,0.056105610561056105,0.09570957095709572,0.036303630363036306,0.07590759075907591,0.026402640264026403,0.07920792079207921,0.0,0.1716171617161716,0.0033003300330033004,0.04950495049504951,0.15181518151815182,0.0033003300330033004,0.07260726072607261,0.039603960396039604,0.0,0.0,0.13861386138613863,0.0,0.7721518987341772,0.3927392739273927,6.0,0.5584905660377358,265.0,4.601273863636364,2.0947033898305087,0.1813437907575545,4.677854508161545,0.5625,0.34558823529411764,215.0,2.8333333333333335,10.866666666666667
28,4,0.0651085141903172,0.07846410684474124,0.05175292153589316,0.05342237061769616,0.03672787979966611,0.05008347245409015,0.0,0.1302170283806344,0.001669449081803005,0.038397328881469114,0.17863105175292154,0.0,0.14023372287145242,0.03171953255425709,0.0,0.0,0.14357262103505844,0.0,0.8327402135231317,0.4073455759599332,18.0,0.516,500.0,4.624764328657314,2.0823529411764707,0.18274360343766136,4.393172562122345,0.5135135135135135,0.4395448079658606,390.0,2.1363636363636362,7.028368794326241
29,5,0.05172413793103448,0.08045977011494253,0.06321839080459771,0.034482758620689655,0.011494252873563218,0.07471264367816093,0.0,0.15517241379310345,0.005747126436781609,0.028735632183908046,0.08620689655172414,0.10919540229885058,0.20114942528735633,0.005747126436781609,0.0,0.0,0.09195402298850575,0.0,1.105263157894737,0.3045977011494253,2.0,0.6893939393939394,132.0,4.224495275590552,2.009915966386555,0.14270546986209648,5.638075262308121,0.2,0.16666666666666666,89.0,3.056603773584906,9.7
30,4,0.04415584415584416,0.07792207792207792,0.05714285714285714,0.05974025974025974,0.023376623376623377,0.06493506493506493,0.005194805194805195,0.12207792207792208,0.012987012987012988,0.05194805194805195,0.15584415584415584,0.02857142857142857,0.13506493506493505,0.015584415584415584,0.0,0.0,0.14545454545454545,0.0,0.7888888888888889,0.36363636363636365,7.0,0.58125,320.0,4.65138870967742,2.0951245551601425,0.20436070684670096,5.137946265084403,0.39285714285714285,0.2832512315270936,240.0,2.8034188034188032,6.517647058823529
31,5,0.05190677966101695,0.0635593220338983,0.037076271186440676,0.0826271186440678,0.020127118644067795,0.05826271186440678,0.001059322033898305,0.13135593220338984,0.007415254237288136,0.029661016949152543,0.18220338983050846,0.03283898305084746,0.1652542372881356,0.022245762711864406,0.0,0.0,0.11440677966101695,0.0,0.7165532879818595,0.3093220338983051,21.0,0.4192708333333333,768.0,4.62880532623169,2.0596898079763664,0.1883930678164901,4.658553408413399,0.38271604938271603,0.3107497741644083,596.0,2.4074074074074074,5.62303664921466
32,5,0.04780876494023904,0.07569721115537849,0.045816733067729085,0.061752988047808766,0.029880478087649404,0.08167330677290836,0.00597609561752988,0.14342629482071714,0.00796812749003984,0.017928286852589643,0.1454183266932271,0.02390438247011952,0.1892430278884462,0.01593625498007968,0.0,0.0,0.10756972111553785,0.0,0.7792792792792793,0.32270916334661354,8.0,0.48621553884711777,399.0,4.546613299232736,2.053809523809524,0.18581949336176085,4.952698956365171,0.25,0.18359941944847605,300.0,2.296774193548387,6.166666666666667
33,5,0.033190578158458245,0.0835117773019272,0.035331905781584586,0.03640256959314775,0.042826552462526764,0.05246252676659529,0.0053533190578158455,0.14346895074946467,0.007494646680942184,0.02676659528907923,0.16274089935760172,0.020342612419700215,0.15952890792291222,0.023554603854389723,0.0,0.0,0.1670235546038544,0.0,0.8592233009708737,0.3854389721627409,36.0,0.4424083769633508,764.0,4.677500527009222,2.039403874813711,0.16401652422516505,5.407875296681426,0.2967032967032967,0.30076445293836596,579.0,2.0526315789473686,5.963636363636364
34,5,0.08717948717948718,0.06666666666666667,0.06837606837606838,0.05982905982905983,0.042735042735042736,0.0547008547008547,0.0,0.1264957264957265,0.005128205128205128,0.03247863247863248,0.12307692307692308,0.05299145299145299,0.12478632478632479,0.03247863247863248,0.0,0.0,0.12307692307692308,0.0,0.9713114754098361,0.4205128205128205,25.0,0.5378486055776892,502.0,4.487132773109243,2.110551724137931,0.17175802151429267,4.765717674704159,0.48484848484848486,0.40998217468805703,351.0,2.7176470588235295,7.260162601626016
35,4,0.053691275167785234,0.0738255033557047,0.08053691275167785,0.07046979865771812,0.010067114093959731,0.07718120805369127,0.0,0.15771812080536912,0.0,0.040268456375838924,0.12416107382550336,0.010067114093959731,0.12416107382550336,0.026845637583892617,0.0,0.0,0.15100671140939598,0.0,1.0476190476190477,0.3959731543624161,6.0,0.58984375,256.0,4.583313725490196,2.1428925619834707,0.21397040564864175,4.669905883925302,0.37037037037037035,0.23544973544973544,183.0,2.8214285714285716,8.015625
36,5,0.06324110671936758,0.13438735177865613,0.03162055335968379,0.039525691699604744,0.03162055335968379,0.08300395256916997,0.0,0.21739130434782608,0.0,0.019762845849802372,0.12648221343873517,0.007905138339920948,0.09881422924901186,0.015810276679841896,0.0,0.0,0.13043478260869565,0.0,0.9824561403508771,0.40711462450592883,6.0,0.6491228070175439,228.0,4.136942105263158,2.070627802690583,0.1688613601415698,4.72069471022662,0.4117647058823529,0.26143790849673204,175.0,2.978021978021978,10.348837209302326
37,5,0.07106076210092688,0.09886714727085479,0.046343975283213185,0.05973223480947477,0.02368692070030896,0.08856848609680741,0.0,0.17198764160659114,0.012358393408856848,0.021627188465499485,0.1101956745623069,0.04531410916580844,0.11328527291452112,0.025746652935118436,0.0,0.0,0.11122554067971163,0.0,0.9088785046728972,0.3769309989701339,24.0,0.45271867612293143,846.0,4.367312559808613,2.0679490445859874,0.16708155106188674,5.152495896374738,0.5471698113207547,0.36547868623340324,639.0,3.355828220858896,9.601123595505618
38,5,0.06085526315789474,0.10361842105263158,0.04111842105263158,0.046052631578947366,0.04111842105263158,0.10361842105263158,0.0,0.14638157894736842,0.001644736842105263,0.02138157894736842,0.14638157894736842,0.001644736842105263,0.12006578947368421,0.014802631578947368,0.0,0.0,0.1513157894736842,0.0,0.8350515463917526,0.4128289473684211,22.0,0.48443579766536965,514.0,4.526787937743191,2.059867256637168,0.16409782169038675,4.947008245396164,0.4230769230769231,0.341799709724238,377.0,2.206703910614525,5.466666666666667
39,5,0.061866125760649086,0.09432048681541583,0.04462474645030426,0.061866125760649086,0.034482758620689655,0.08924949290060852,0.0010141987829614604,0.20081135902636918,0.011156186612576065,0.033468559837728194,0.09026369168356999,0.017241379310344827,0.1075050709939148,0.019269776876267748,0.0,0.002028397565922921,0.12981744421906694,0.0010141987829614604,1.0046620046620047,0.3843813387423935,34.0,0.4539170506912442,868.0,4.4508860189573465,2.077643979057592,0.1741795994253585,5.100560533148902,0.2727272727272727,0.17532467532467533,657.0,3.398753894080997,8.937799043062201
40,4,0.035623409669211195,0.08651399491094147,0.04071246819338423,0.05089058524173028,0.035623409669211195,0.061068702290076333,0.0,0.19083969465648856,0.002544529262086514,0.020356234096692113,0.15521628498727735,0.015267175572519083,0.1475826972010178,0.010178117048346057,0.0,0.0,0.1475826972010178,0.0,0.9819277108433735,0.356234096692112,14.0,0.5299401197604791,334.0,4.453271296296296,2.0383276450511945,0.1411736165227709,4.744866044897782,0.9444444444444444,0.783625730994152,265.0,2.823529411764706,7.848837209302325
41,4,0.06289308176100629,0.11320754716981132,0.10062893081761007,0.050314465408805034,0.031446540880503145,0.06289308176100629,0.0,0.13836477987421383,0.006289308176100629,0.025157232704402517,0.10062893081761007,0.1509433962264151,0.006289308176100629,0.025157232704402517,0.0,0.0,0.12578616352201258,0.0,1.0303030303030303,0.4591194968553459,5.0,0.6518987341772152,158.0,4.451574509803922,2.0530281690140844,0.13846067580621407,7.17207670211792,1.0,1.0,121.0,4.810344827586207,14.578947368421053
42,4,0.04984093319194061,0.07423117709437964,0.05726405090137858,0.06786850477200425,0.015906680805938492,0.0784729586426299,0.0042417815482502655,0.10922587486744433,0.0,0.033934252386002124,0.16012725344644752,0.04984093319194061,0.15164369034994699,0.012725344644750796,0.0,0.0,0.13361611876988336,0.0010604453870625664,0.7819905213270142,0.34358430540827145,11.0,0.46598202824133506,779.0,4.618232797858099,2.0417133956386295,0.19316909637116536,5.298970016273293,0.25892857142857145,0.18599873577749684,568.0,2.0526315789473686,4.787128712871287
43,5,0.036303630363036306,0.09350935093509351,0.033003300330033,0.0407040704070407,0.030803080308030802,0.10561056105610561,0.0088008800880088,0.1705170517051705,0.013201320132013201,0.0121012101210121,0.11771177117711772,0.0165016501650165,0.1848184818481848,0.005500550055005501,0.0,0.0011001100110011,0.12871287128712872,0.0011001100110011,0.8611825192802056,0.3278327832783278,29.0,0.4094052558782849,723.0,4.702824289772727,2.072305295950156,0.16488765450210507,4.955573415756225,0.20987654320987653,0.24661246612466126,531.0,2.458955223880597,6.333333333333333
44,4,0.04184100418410042,0.07112970711297072,0.02510460251046025,0.05439330543933055,0.02510460251046025,0.100418410041841,0.012552301255230125,0.1506276150627615,0.0,0.04184100418410042,0.14644351464435146,0.016736401673640166,0.13807531380753138,0.012552301255230125,0.0,0.0,0.16317991631799164,0.0,0.8198198198198198,0.3389121338912134,5.0,0.5757575757575758,198.0,4.666022727272727,2.017831325301205,0.15426031671040044,5.183122253417968,0.47368421052631576,0.5052631578947369,157.0,2.2567567567567566,5.610169491525424
45,5,0.07592891760904685,0.10016155088852989,0.05815831987075929,0.05331179321486268,0.035541195476575124,0.10177705977382875,0.0032310177705977385,0.1777059773828756,0.0016155088852988692,0.029079159935379646,0.12116316639741519,0.004846526655896607,0.0791599353796446,0.022617124394184167,0.0,0.0,0.13570274636510501,0.0,0.9551724137931035,0.4281098546042003,17.0,0.5241502683363148,559.0,4.324296043165466,2.06887189292543,0.17859295434392064,4.726170617180902,0.4722222222222222,0.4069069069069069,411.0,3.4742268041237114,8.073170731707316
46,4,0.055031446540880505,0.08647798742138364,0.050314465408805034,0.06918238993710692,0.020440251572327043,0.06761006289308176,0.0031446540880503146,0.12106918238993711,0.0220125786163522,0.040880503144654086,0.13050314465408805,0.031446540880503145,0.10062893081761007,0.0440251572327044,0.0,0.0,0.15723270440251572,0.0,0.7922077922077922,0.41352201257861637,9.0,0.49910873440285203,561.0,4.610806451612903,2.13605415860735,0.19841022332394986,4.435637013856755,0.42857142857142855,0.2868217054263566,445.0,2.363157894736842,6.903614457831325
47,4,0.0744047619047619,0.12648809523809523,0.05654761904761905,0.046130952380952384,0.041666666666666664,0.09226190476190477,0.0,0.19047619047619047,0.001488095238095238,0.013392857142857142,0.10119047619047619,0.013392857142857142,0.11607142857142858,0.011904761904761904,0.0,0.0,0.11458333333333333,0.0,1.0034246575342465,0.4255952380952381,30.0,0.494077834179357,591.0,4.297008703071672,2.0154290718038532,0.167436190958946,4.986707478034787,0.4878048780487805,0.36585365853658536,417.0,3.0049019607843137,7.338983050847458
48,4,0.03292568203198495,0.07149576669802446,0.04797742238946378,0.04045155221072436,0.03574788334901223,0.0658513640639699,0.0,0.10912511759172154,0.00658513640639699,0.02539981185324553,0.13640639698965193,0.004703668861712135,0.28222013170272814,0.015051740357478834,0.0,0.0009407337723424271,0.1251175917215428,0.0,0.7938388625592417,0.32831608654750705,29.0,0.39893617021276595,752.0,4.832783668005354,2.1087014925373135,0.1941171361434126,3.9840031320398506,0.5348837209302325,0.5581395348837209,582.0,2.5276752767527677,7.1414634146341465
49,4,0.06716417910447761,0.07835820895522388,0.05223880597014925,0.029850746268656716,0.011194029850746268,0.048507462686567165,0.026119402985074626,0.17164179104477612,0.007462686567164179,0.022388059701492536,0.1044776119402985,0.033582089552238806,0.16044776119402984,0.011194029850746268,0.0,0.022388059701492536,0.1417910447761194,0.011194029850746268,1.2747252747252746,0.3619402985074627,2.0,0.6038647342995169,207.0,4.483814795918367,1.9983333333333335,0.20062274388511647,6.088290135065715,0.22727272727272727,0.1857707509881423,145.0,2.6,7.142857142857143
50,4,0.04573804573804574,0.060291060291060294,0.0550935550935551,0.08731808731808732,0.029106029106029108,0.0498960498960499,0.0031185031185031187,0.11434511434511435,0.011434511434511435,0.035343035343035345,0.18711018711018712,0.02702702702702703,0.14760914760914762,0.02390852390852391,0.0,0.0,0.12266112266112267,0.0,0.6929637526652452,0.3367983367983368,25.0,0.4247787610619469,791.0,4.700652806122449,2.0987375886524826,0.18653763244432772,4.595831593997042,0.589041095890411,0.4113291373565346,644.0,2.2063492063492065,6.048672566371682
51,4,0.050173010380622836,0.11072664359861592,0.039792387543252594,0.050173010380622836,0.03633217993079585,0.11937716262975778,0.0017301038062283738,0.21280276816608998,0.005190311418685121,0.025951557093425604,0.0986159169550173,0.0017301038062283738,0.11072664359861592,0.020761245674740483,0.0,0.0,0.11591695501730104,0.0,0.8929889298892989,0.3737024221453287,24.0,0.4990138067061144,507.0,4.537562130177514,2.0417727272727277,0.15712110423403355,4.430157494544983,0.5172413793103449,0.4735632183908046,383.0,3.881081081081081,9.053097345132743
52,5,0.06442953020134229,0.10067114093959731,0.05100671140939597,0.06442953020134229,0.03758389261744966,0.07651006711409396,0.0026845637583892616,0.14093959731543623,0.008053691275167786,0.02953020134228188,0.09664429530201342,0.06040268456375839,0.13557046979865772,0.012080536912751677,0.0,0.0,0.11946308724832215,0.0,0.877742946708464,0.38523489932885907,23.0,0.5448818897637795,635.0,4.290326935483871,2.0870875420875423,0.18708182239916715,4.547673445481521,0.38461538461538464,0.23076923076923078,456.0,3.5238095238095237,8.11111111111111
