,Coherence,POS:ADJ,POS:ADP,POS:ADV,POS:AUX,POS:CCONJ,POS:DET,POS:INTJ,POS:NOUN,POS:NUM,POS:PART,POS:PRON,POS:PROPN,POS:PUNCT,POS:SCONJ,POS:SPACE,POS:SYM,POS:VERB,POS:X,open_closed_ratio,propositional_density,n_utterances,n_words_per_utterance,n_logical_operators,log10_freq_mean,semantic_diversity_mean,aoa_mean,concreteness_mean,semantic_thematic_distance,surprisal,type_token_ratio,n_words
19,3,0.03816793893129771,0.07633587786259542,0.05534351145038168,0.05916030534351145,0.03244274809160305,0.07824427480916031,0.0057251908396946565,0.09923664122137404,0.0019083969465648854,0.03244274809160305,0.15458015267175573,0.011450381679389313,0.20610687022900764,0.02862595419847328,0.0,0.0,0.12022900763358779,0.0,0.6666666666666666,0.3511450381679389,69.0,5.884057971014493,16.0,4.698941133004927,2.120978260869565,4.895074183976261,2.5350785340314137,0.19843964848704762,5.29204231865552,0.4594594594594595,407.0
20,3,0.041666666666666664,0.08440170940170941,0.04807692307692308,0.05235042735042735,0.030982905982905984,0.08547008547008547,0.004273504273504274,0.1485042735042735,0.004273504273504274,0.022435897435897436,0.12179487179487179,0.03205128205128205,0.16880341880341881,0.023504273504273504,0.0,0.0,0.13141025641025642,0.0,0.8606965174129353,0.36004273504273504,96.0,7.90625,25.0,4.4655065508021385,2.0657203389830507,5.075449915110356,2.7009453471196454,0.17746329146105966,5.086921221589389,0.4901185770750988,759.0
21,4,0.0387858347386172,0.08600337268128162,0.05564924114671164,0.03541315345699832,0.02023608768971332,0.047217537942664416,0.023608768971332208,0.14502529510961215,0.003372681281618887,0.03541315345699832,0.13659359190556492,0.013490725126475547,0.21079258010118043,0.016863406408094434,0.0,0.0,0.1315345699831366,0.0,0.9166666666666666,0.3490725126475548,67.0,6.865671641791045,14.0,4.501465065502184,2.0344976076555024,4.944535211267605,2.6204889975550123,0.17615238074777703,5.405798606872558,0.5434782608695652,460.0
22,5,0.05851063829787234,0.0851063829787234,0.06914893617021277,0.0851063829787234,0.031914893617021274,0.0797872340425532,0.010638297872340425,0.11702127659574468,0.0,0.03723404255319149,0.13829787234042554,0.0,0.14361702127659576,0.010638297872340425,0.0,0.0,0.13297872340425532,0.0,0.7888888888888889,0.3882978723404255,21.0,7.571428571428571,3.0,4.587842767295598,2.125686274509804,4.728880000000001,2.5704109589041093,0.2006109476779346,4.909592044353485,0.5534591194968553,159.0
23,3,0.04798464491362764,0.08253358925143954,0.019193857965451054,0.0345489443378119,0.005758157389635317,0.07293666026871401,0.003838771593090211,0.16122840690978887,0.01727447216890595,0.019193857965451054,0.05758157389635317,0.0710172744721689,0.21113243761996162,0.011516314779270634,0.0,0.0019193857965451055,0.1017274472168906,0.08061420345489444,1.0817610062893082,0.2687140115163148,76.0,4.671052631578948,3.0,4.054714912280702,1.9766559485530546,5.685867768595042,2.771920289855072,0.15414322830681035,6.1167257418398,0.6468926553672316,354.0
24,4,0.05189873417721519,0.0949367088607595,0.060759493670886074,0.06582278481012659,0.027848101265822784,0.05822784810126582,0.0,0.13164556962025317,0.008860759493670886,0.026582278481012658,0.1911392405063291,0.002531645569620253,0.12025316455696203,0.024050632911392405,0.0,0.0,0.13544303797468354,0.0,0.7633587786259542,0.3949367088607595,62.0,11.080645161290322,20.0,4.684227565982406,2.096096774193548,4.832813620071684,2.606818181818182,0.17887176439025493,4.591191432515129,0.43522561863173215,687.0
25,5,0.07383966244725738,0.10021097046413502,0.060126582278481014,0.05379746835443038,0.026371308016877638,0.09071729957805907,0.0010548523206751054,0.18354430379746836,0.00949367088607595,0.022151898734177215,0.12447257383966245,0.0031645569620253164,0.12025316455696203,0.016877637130801686,0.0,0.0,0.11392405063291139,0.0,0.9691943127962085,0.39135021097046413,61.0,13.60655737704918,20.0,4.397639368165249,2.02952,4.853652968036529,2.70202614379085,0.1553170445295591,4.657879118059502,0.472289156626506,830.0
26,3,0.01904761904761905,0.06190476190476191,0.04285714285714286,0.05238095238095238,0.02857142857142857,0.06666666666666667,0.023809523809523808,0.08095238095238096,0.0,0.023809523809523808,0.12380952380952381,0.06190476190476191,0.3142857142857143,0.014285714285714285,0.0,0.0,0.08571428571428572,0.0,0.5783132530120482,0.2523809523809524,48.0,2.8958333333333335,7.0,4.837489312977099,2.0984070796460177,4.485686274509804,2.6245,0.22831656873812167,5.72203216701746,0.65,140.0
27,4,0.056105610561056105,0.09570957095709572,0.036303630363036306,0.07590759075907591,0.026402640264026403,0.07920792079207921,0.0,0.1716171617161716,0.0033003300330033004,0.04950495049504951,0.15181518151815182,0.0033003300330033004,0.07260726072607261,0.039603960396039604,0.0,0.0,0.13861386138613863,0.0,0.7721518987341772,0.3927392739273927,17.0,15.588235294117647,6.0,4.601273863636364,2.0947033898305087,5.113468468468469,2.5108786610878657,0.1857369086574181,4.677854508161545,0.5584905660377358,265.0
28,3,0.0651085141903172,0.07846410684474124,0.05175292153589316,0.05342237061769616,0.03672787979966611,0.05008347245409015,0.0,0.1302170283806344,0.001669449081803005,0.038397328881469114,0.17863105175292154,0.0,0.14023372287145242,0.03171953255425709,0.0,0.0,0.14357262103505844,0.0,0.8327402135231317,0.4073455759599332,38.0,13.157894736842104,18.0,4.624764328657314,2.0823529411764707,4.805512195121951,2.5884581497797354,0.18598449199956346,4.442522002591027,0.516,500.0
29,5,0.05172413793103448,0.08045977011494253,0.06321839080459771,0.034482758620689655,0.011494252873563218,0.07471264367816093,0.0,0.15517241379310345,0.005747126436781609,0.028735632183908046,0.08620689655172414,0.10919540229885058,0.20114942528735633,0.005747126436781609,0.0,0.0,0.09195402298850575,0.0,1.105263157894737,0.3045977011494253,21.0,6.285714285714286,2.0,4.224495275590552,2.009915966386555,5.200707070707071,2.8932727272727266,0.14864529111395472,5.89854222536087,0.6893939393939394,132.0
30,3,0.04415584415584416,0.07792207792207792,0.05714285714285714,0.05974025974025974,0.023376623376623377,0.06493506493506493,0.005194805194805195,0.12207792207792208,0.012987012987012988,0.05194805194805195,0.15584415584415584,0.02857142857142857,0.13506493506493505,0.015584415584415584,0.0,0.0,0.14545454545454545,0.0,0.7888888888888889,0.36363636363636365,32.0,10.0,7.0,4.65138870967742,2.0951245551601425,4.901088709677419,2.6168817204301074,0.20897370944233987,5.16510054894856,0.58125,320.0
31,4,0.05190677966101695,0.0635593220338983,0.037076271186440676,0.0826271186440678,0.020127118644067795,0.05826271186440678,0.001059322033898305,0.13135593220338984,0.007415254237288136,0.029661016949152543,0.18220338983050846,0.03283898305084746,0.1652542372881356,0.022245762711864406,0.0,0.0,0.11440677966101695,0.0,0.7165532879818595,0.3093220338983051,98.0,7.836734693877551,21.0,4.62880532623169,2.0596898079763664,4.638558875219683,2.680649546827795,0.18875488970014784,4.853133483630855,0.4192708333333333,768.0
32,5,0.04780876494023904,0.07569721115537849,0.045816733067729085,0.061752988047808766,0.029880478087649404,0.08167330677290836,0.00597609561752988,0.14342629482071714,0.00796812749003984,0.017928286852589643,0.1454183266932271,0.02390438247011952,0.1892430278884462,0.01593625498007968,0.0,0.0,0.10756972111553785,0.0,0.7792792792792793,0.32270916334661354,58.0,6.879310344827586,8.0,4.546613299232736,2.053809523809524,4.743973063973064,2.7425280898876405,0.18155245690410132,5.188554077148438,0.48621553884711777,399.0
33,5,0.033190578158458245,0.0835117773019272,0.035331905781584586,0.03640256959314775,0.042826552462526764,0.05246252676659529,0.0053533190578158455,0.14346895074946467,0.007494646680942184,0.02676659528907923,0.16274089935760172,0.020342612419700215,0.15952890792291222,0.023554603854389723,0.0,0.0,0.1670235546038544,0.0,0.8592233009708737,0.3854389721627409,122.0,6.262295081967213,36.0,4.677500527009222,2.039403874813711,4.530376175548589,2.805921625544267,0.16358655489708201,5.416594020155973,0.4424083769633508,764.0
34,4,0.08717948717948718,0.06666666666666667,0.06837606837606838,0.05982905982905983,0.042735042735042736,0.0547008547008547,0.0,0.1264957264957265,0.005128205128205128,0.03247863247863248,0.12307692307692308,0.05299145299145299,0.12478632478632479,0.03247863247863248,0.0,0.0,0.12307692307692308,0.0,0.9713114754098361,0.4205128205128205,34.0,14.764705882352942,25.0,4.487132773109243,2.110551724137931,4.912397820163488,2.5571028037383177,0.17117821673927727,4.765717674704159,0.5378486055776892,502.0
35,4,0.053691275167785234,0.0738255033557047,0.08053691275167785,0.07046979865771812,0.010067114093959731,0.07718120805369127,0.0,0.15771812080536912,0.0,0.040268456375838924,0.12416107382550336,0.010067114093959731,0.12416107382550336,0.026845637583892617,0.0,0.0,0.15100671140939598,0.0,1.0476190476190477,0.3959731543624161,28.0,9.142857142857142,6.0,4.583313725490196,2.1428925619834707,5.041196172248805,2.338225108225109,0.21135961569738215,4.669905883925302,0.58984375,256.0
36,5,0.06324110671936758,0.13438735177865613,0.03162055335968379,0.039525691699604744,0.03162055335968379,0.08300395256916997,0.0,0.21739130434782608,0.0,0.019762845849802372,0.12648221343873517,0.007905138339920948,0.09881422924901186,0.015810276679841896,0.0,0.0,0.13043478260869565,0.0,0.9824561403508771,0.40711462450592883,17.0,13.411764705882353,6.0,4.136942105263158,2.070627802690583,5.377944444444444,2.52685,0.1693592880965098,4.722319960594177,0.6491228070175439,228.0
37,4,0.07106076210092688,0.09886714727085479,0.046343975283213185,0.05973223480947477,0.02368692070030896,0.08856848609680741,0.0,0.17198764160659114,0.012358393408856848,0.021627188465499485,0.1101956745623069,0.04531410916580844,0.11328527291452112,0.025746652935118436,0.0,0.0,0.11122554067971163,0.0,0.9088785046728972,0.3769309989701339,59.0,14.338983050847459,24.0,4.367312559808613,2.0679490445859874,5.1580913539967375,2.6284016393442626,0.16986795001247929,5.181940652706005,0.45271867612293143,846.0
38,4,0.06085526315789474,0.10361842105263158,0.04111842105263158,0.046052631578947366,0.04111842105263158,0.10361842105263158,0.0,0.14638157894736842,0.001644736842105263,0.02138157894736842,0.14638157894736842,0.001644736842105263,0.12006578947368421,0.014802631578947368,0.0,0.0,0.1513157894736842,0.0,0.8350515463917526,0.4128289473684211,53.0,9.69811320754717,22.0,4.526787937743191,2.059867256637168,4.595741176470589,2.720509554140127,0.1640475257630767,4.947008245396164,0.48443579766536965,514.0
39,4,0.061866125760649086,0.09432048681541583,0.04462474645030426,0.061866125760649086,0.034482758620689655,0.08924949290060852,0.0010141987829614604,0.20081135902636918,0.011156186612576065,0.033468559837728194,0.09026369168356999,0.017241379310344827,0.1075050709939148,0.019269776876267748,0.0,0.002028397565922921,0.12981744421906694,0.0010141987829614604,1.0046620046620047,0.3843813387423935,55.0,15.836363636363636,34.0,4.4508860189573465,2.077643979057592,5.358276374442793,2.5511664482306684,0.17380518795911676,5.015861792997881,0.4539170506912442,868.0
40,4,0.035623409669211195,0.08651399491094147,0.04071246819338423,0.05089058524173028,0.035623409669211195,0.061068702290076333,0.0,0.19083969465648856,0.002544529262086514,0.020356234096692113,0.15521628498727735,0.015267175572519083,0.1475826972010178,0.010178117048346057,0.0,0.0,0.1475826972010178,0.0,0.9819277108433735,0.356234096692112,21.0,15.904761904761905,14.0,4.453271296296296,2.0383276450511945,4.786983471074381,2.755,0.14060157018841482,4.781042776609722,0.5299401197604791,334.0
41,4,0.06289308176100629,0.11320754716981132,0.10062893081761007,0.050314465408805034,0.031446540880503145,0.06289308176100629,0.0,0.13836477987421383,0.006289308176100629,0.025157232704402517,0.10062893081761007,0.1509433962264151,0.006289308176100629,0.025157232704402517,0.0,0.0,0.12578616352201258,0.0,1.0303030303030303,0.4591194968553459,2.0,79.0,5.0,4.451574509803922,2.0530281690140844,5.333703703703703,2.572972972972973,0.13846067580621407,7.17207670211792,0.6518987341772152,158.0
42,3,0.04984093319194061,0.07423117709437964,0.05726405090137858,0.06786850477200425,0.015906680805938492,0.0784729586426299,0.0042417815482502655,0.10922587486744433,0.0,0.033934252386002124,0.16012725344644752,0.04984093319194061,0.15164369034994699,0.012725344644750796,0.0,0.0,0.13361611876988336,0.0010604453870625664,0.7819905213270142,0.34358430540827145,122.0,6.385245901639344,11.0,4.618232797858099,2.0417133956386295,4.473269565217391,2.73984802431611,0.1931652241254771,5.379364539469991,0.46598202824133506,779.0
43,4,0.036303630363036306,0.09350935093509351,0.033003300330033,0.0407040704070407,0.030803080308030802,0.10561056105610561,0.0088008800880088,0.1705170517051705,0.013201320132013201,0.0121012101210121,0.11771177117711772,0.0165016501650165,0.1848184818481848,0.005500550055005501,0.0,0.0011001100110011,0.12871287128712872,0.0011001100110011,0.8611825192802056,0.3278327832783278,109.0,6.63302752293578,29.0,4.702824289772727,2.072305295950156,4.538361486486487,2.8029767441860467,0.16777920144939498,5.21190374493599,0.4094052558782849,723.0
44,4,0.04184100418410042,0.07112970711297072,0.02510460251046025,0.05439330543933055,0.02510460251046025,0.100418410041841,0.012552301255230125,0.1506276150627615,0.0,0.04184100418410042,0.14644351464435146,0.016736401673640166,0.13807531380753138,0.012552301255230125,0.0,0.0,0.16317991631799164,0.0,0.8198198198198198,0.3389121338912134,25.0,7.92,5.0,4.666022727272727,2.017831325301205,4.502138364779873,2.801647727272727,0.15537422111222318,5.196426105499268,0.5757575757575758,198.0
45,5,0.07592891760904685,0.10016155088852989,0.05815831987075929,0.05331179321486268,0.035541195476575124,0.10177705977382875,0.0032310177705977385,0.1777059773828756,0.0016155088852988692,0.029079159935379646,0.12116316639741519,0.004846526655896607,0.0791599353796446,0.022617124394184167,0.0,0.0,0.13570274636510501,0.0,0.9551724137931035,0.4281098546042003,38.0,14.710526315789474,17.0,4.324296043165466,2.06887189292543,5.106255707762558,2.6827810650887574,0.18060594690022025,4.750380374289848,0.5241502683363148,559.0
46,4,0.055031446540880505,0.08647798742138364,0.050314465408805034,0.06918238993710692,0.020440251572327043,0.06761006289308176,0.0031446540880503146,0.12106918238993711,0.0220125786163522,0.040880503144654086,0.13050314465408805,0.031446540880503145,0.10062893081761007,0.0440251572327044,0.0,0.0,0.15723270440251572,0.0,0.7922077922077922,0.41352201257861637,43.0,13.046511627906977,9.0,4.610806451612903,2.13605415860735,5.171029082774049,2.4170216962524655,0.19817226940118102,4.435637013856755,0.49910873440285203,561.0
47,3,0.0744047619047619,0.12648809523809523,0.05654761904761905,0.046130952380952384,0.041666666666666664,0.09226190476190477,0.0,0.19047619047619047,0.001488095238095238,0.013392857142857142,0.10119047619047619,0.013392857142857142,0.11607142857142858,0.011904761904761904,0.0,0.0,0.11458333333333333,0.0,1.0034246575342465,0.4255952380952381,42.0,14.047619047619047,30.0,4.297008703071672,2.0154290718038532,5.184446854663774,2.8121042830540035,0.16834324324535654,5.005411547422409,0.494077834179357,591.0
48,4,0.03295668549905838,0.07156308851224105,0.0480225988700565,0.04048964218455744,0.035781544256120526,0.06591337099811675,0.0,0.10828625235404897,0.006591337099811676,0.026365348399246705,0.13653483992467044,0.004708097928436911,0.2815442561205273,0.015065913370998116,0.0,0.0009416195856873823,0.12523540489642185,0.0,0.789598108747045,0.3286252354048964,49.0,15.346938775510203,29.0,4.8311865951742625,2.1087014925373135,4.510834697217676,2.6317715959004393,0.19634650423256664,4.026115484015886,0.3994673768308921,751.0
49,4,0.06716417910447761,0.07835820895522388,0.05223880597014925,0.029850746268656716,0.011194029850746268,0.048507462686567165,0.026119402985074626,0.17164179104477612,0.007462686567164179,0.022388059701492536,0.1044776119402985,0.033582089552238806,0.16044776119402984,0.011194029850746268,0.0,0.022388059701492536,0.1417910447761194,0.011194029850746268,1.2747252747252746,0.3619402985074627,21.0,10.0,2.0,4.483814795918367,1.9983333333333335,4.820387096774193,2.760419161676647,0.19981356688332175,5.864603406504581,0.6038647342995169,207.0
50,4,0.04573804573804574,0.060291060291060294,0.0550935550935551,0.08731808731808732,0.029106029106029108,0.0498960498960499,0.0031185031185031187,0.11434511434511435,0.011434511434511435,0.035343035343035345,0.18711018711018712,0.02702702702702703,0.14760914760914762,0.02390852390852391,0.0,0.0,0.12266112266112267,0.0,0.6929637526652452,0.3367983367983368,88.0,8.988636363636363,24.0,4.700652806122449,2.0987375886524826,4.827770491803279,2.618,0.18763544546029726,4.595831593997042,0.4247787610619469,791.0
51,4,0.050173010380622836,0.11072664359861592,0.039792387543252594,0.050173010380622836,0.03633217993079585,0.11937716262975778,0.0017301038062283738,0.21280276816608998,0.005190311418685121,0.025951557093425604,0.0986159169550173,0.0017301038062283738,0.11072664359861592,0.020761245674740483,0.0,0.0,0.11591695501730104,0.0,0.8929889298892989,0.3737024221453287,30.0,16.9,24.0,4.537562130177514,2.0417727272727277,4.516699999999999,2.736644880174292,0.15991312108101624,4.430157494544983,0.4990138067061144,507.0
52,4,0.06442953020134229,0.10067114093959731,0.05100671140939597,0.06442953020134229,0.03758389261744966,0.07651006711409396,0.0026845637583892616,0.14093959731543623,0.008053691275167786,0.02953020134228188,0.09664429530201342,0.06040268456375839,0.13557046979865772,0.012080536912751677,0.0,0.0,0.11946308724832215,0.0,0.877742946708464,0.38523489932885907,38.0,16.710526315789473,23.0,4.290326935483871,2.0870875420875423,5.380263157894736,2.4764232209737824,0.1870795062169401,4.5630569715757625,0.5448818897637795,635.0
53,5,0.05811138014527845,0.06779661016949153,0.04116222760290557,0.07263922518159806,0.014527845036319613,0.05811138014527845,0.004842615012106538,0.12106537530266344,0.004842615012106538,0.03389830508474576,0.09685230024213075,0.0847457627118644,0.2106537530266344,0.01937046004842615,0.0,0.0,0.11138014527845036,0.0,0.8896103896103896,0.31234866828087166,57.0,5.543859649122807,8.0,4.195837254901961,2.0566197183098587,5.352279069767442,2.646679841897233,0.18997671281630618,5.244066959474145,0.6498422712933754,317.0
54,5,0.04751847940865892,0.09186906019007392,0.0337909186906019,0.04329461457233368,0.028511087645195353,0.06546990496304118,0.0010559662090813093,0.14361140443505807,0.0021119324181626186,0.021119324181626188,0.17106652587117213,0.009503695881731784,0.18479408658922913,0.007391763463569166,0.0,0.0,0.14783526927138332,0.0010559662090813093,0.863080684596577,0.35691657866948256,123.0,6.178861788617886,18.0,4.459877393617021,2.0195502248875563,4.73778730703259,2.7949331352154534,0.16597646489892298,5.955958239886225,0.4710526315789474,760.0
